id,osm_id,lat,lon
595,31080459,45.7365272,24.3887091
596,31080460,45.7369906,24.3904073
597,31080462,45.7392880,24.3962747
598,31081372,45.7459606,24.4134089
599,31081375,45.7568093,24.4436786
600,31081377,45.7578938,24.4459430
601,31081389,45.7565999,24.4638405
602,31081390,45.7566644,24.4663767
603,31081392,45.7570444,24.4810244
604,31081402,45.7577631,24.5087325
605,31081415,45.7583933,24.5305927
606,31081422,45.7593979,24.5400175
607,31081443,45.7329234,24.5747798
608,31081470,45.7061642,24.5715588
609,31200302,47.1662471,27.5931224
610,31200306,47.1648964,27.5922745
611,31200311,47.1665370,27.5863226
612,31225256,45.7674012,21.2218278
613,31260450,45.7707767,21.2183420
614,31310486,46.1356663,21.5391945
615,31310494,46.1293347,21.5591241
616,31310512,46.1073051,21.6140878
617,31310524,46.1070057,21.6194995
618,31310565,46.1008090,21.6682839
619,31310573,46.0975696,21.6880039
620,31310614,46.1063504,21.7190480
621,31310753,46.1019367,21.8740061
622,31310800,46.0897817,22.0236622
623,31310801,46.0886514,22.0249787
624,31310805,46.0994292,22.0139978
625,31310828,46.0816373,22.0239804
626,31310851,46.0343933,22.0983635
627,31310893,46.0012104,22.1643255
628,31310908,46.0239425,22.1415027
629,31310911,46.0230214,22.1457831
630,31310934,45.9967528,22.2925176
631,31310941,46.0089960,22.2182437
632,31310942,46.0056838,22.2081799
633,31310966,46.0147873,22.2412311
634,31311253,46.0063022,22.3205987
635,31311325,46.0118960,22.3701060
636,31311385,45.9890196,22.4355840
637,31311399,46.0046253,22.4425101
638,31311406,45.9398900,22.5333250
639,31311419,45.9420074,22.5149397
640,31311438,45.9472384,22.5962512
641,31311442,45.9474149,22.5909578
642,31311528,45.9397283,22.5629450
643,31311560,45.9400651,22.6481959
644,31311563,45.9229520,22.6715314
645,31311564,45.9277811,22.6602689
646,31384777,45.7347259,21.2091447
647,31384779,45.7369783,21.2095608
648,31402037,44.4519571,26.0875169
649,31402056,44.4522871,26.0863650
650,31402059,44.4530248,26.0853885
651,31402060,44.4524592,26.0856427
652,31402063,44.4519041,26.0861425
653,31402325,44.4468162,26.0970110
654,31402764,44.4344556,26.0777941
655,31402860,44.4330968,26.0896126
656,31402861,44.4335215,26.0896631
657,31403493,44.4454580,26.0381066
658,31403561,44.4347510,26.0982171
659,31403607,44.4659727,26.0859672
660,31404203,44.4348558,26.0781249
661,31404204,44.4342353,26.0776222
662,31404205,44.4340814,26.0778466
663,31404206,44.4340328,26.0779108
664,31404207,44.4339052,26.0782433
665,31404735,44.4267658,26.1009680
666,31404736,44.4266320,26.1039983
667,31404739,44.4261366,26.1008442
668,31404741,44.4257922,26.1039214
669,31404743,44.4262827,26.1119451
670,31405197,44.4378558,26.1165517
671,31405199,44.4382816,26.1170028
672,31405200,44.4383933,26.1168508
673,31405201,44.4384295,26.1163143
674,31405203,44.4380731,26.1159249
675,31405267,44.4386535,26.1193060
676,31981729,44.4379238,25.9472612
677,31981730,44.4392337,25.9337725
678,31981731,44.4400285,25.9293162
679,31981741,44.4640291,25.8710768
680,31981742,44.4649215,25.8670123
681,31987718,44.4554905,26.0620060
682,31988273,44.4552031,26.0612293
683,31988488,44.4530437,26.0583542
684,31988491,44.4538199,26.0580916
685,31988582,44.4565001,26.0650158
686,31988583,44.4553664,26.0620659
687,31988827,44.4541250,26.0569776
688,31988958,44.4540072,26.0570460
689,31989181,44.4615002,26.0575238
690,31989916,44.4542445,26.0563198
691,31989954,44.4538412,26.0567694
692,31989955,44.4538589,26.0563368
693,31990181,44.4555079,26.0629393
694,31990202,44.4561456,26.0640769
695,31990487,44.4544563,26.0628184
696,31990584,44.4339795,26.0786991
697,31990729,44.4499094,26.1239526
698,31990745,44.4500357,26.1241926
699,32589879,46.7232771,23.6037922
700,32589889,46.7206242,23.6165356
701,32589890,46.7200638,23.6169496
702,32589921,46.6914988,23.6276128
703,32589924,46.6852657,23.6338972
704,32589929,46.6764166,23.6441022
705,32589930,46.6732091,23.6497431
706,32589946,46.6559944,23.6683043
707,32589952,46.6489132,23.6755577
708,32589957,46.6456937,23.6809704
709,32589960,46.6416260,23.6837856
710,32589971,46.6286142,23.7115595
711,32589990,46.5903689,23.7536161
712,32589999,46.5790783,23.7729858
713,32590024,46.5661636,23.7809973
714,32590027,46.5647264,23.7795872
715,32590047,46.5604575,23.8193196
716,32590069,46.5578656,23.8675807
717,32590075,46.5499903,23.8860455
718,32590102,46.5027771,23.9201530
719,32590107,46.4827731,23.9395215
720,32590108,46.4791890,23.9441339
721,32592041,47.0316118,21.9910964
722,32592060,47.0252102,21.9539151
723,32592089,47.0468230,21.9036480
724,32592093,47.0454634,21.9032263
725,32592115,46.9940853,21.8830479
726,32592116,46.9883648,21.8726197
727,32592125,47.0450631,22.4774806
728,32592149,47.0525678,22.4320530
729,32592152,47.0529780,22.4295261
730,32592163,47.0531114,22.4204457
731,32592165,47.0577350,22.4005225
732,32592166,47.0578939,22.4003031
733,32592167,47.0584734,22.3995930
734,32592168,47.0588455,22.3988686
735,32592172,47.0597413,22.3950420
736,32592173,47.0598821,22.3918532
737,32592187,47.0644917,22.3400299
738,32592189,47.0642765,22.3378440
739,32592218,47.0785615,22.2238301
740,32592233,47.0802679,22.2024323
741,32592234,47.0786864,22.2024038
742,32592236,47.0775661,22.2018327
743,32592237,47.0734252,22.1952022
744,32592245,47.0701767,22.1817611
745,32592248,47.0625776,22.1717012
746,32592253,47.0620799,22.1574658
747,32592256,47.0616693,22.1490978
748,32592259,47.0591322,22.1308335
749,32592261,47.0564872,22.1107226
750,32592262,47.0564491,22.1104304
751,32592283,47.0413581,22.0301361
752,32592290,47.0372246,22.0104124
753,32595039,46.9608292,21.8299597
754,32595044,46.9345323,21.7956388
755,32595060,46.9229935,21.7810289
756,32595061,46.9224256,21.7813816
757,32595067,46.8959709,21.7572798
758,32595077,46.8277904,21.6957229
759,32595078,46.8220655,21.6794410
760,32595079,46.8206735,21.6755043
761,32595086,46.8171636,21.6653877
762,32595089,46.8135482,21.6625562
763,32595099,46.8023527,21.6616219
764,32595104,46.8025528,21.6571388
765,32595106,46.8028220,21.6548251
766,32595111,46.8039892,21.6485508
767,32595118,46.7945948,21.6393590
768,32595130,46.7624386,21.6068229
769,32595135,46.7426500,21.5859272
770,32595140,46.7313891,21.5767122
771,32595147,46.7235170,21.5708854
772,32595148,46.7214936,21.5688180
773,32595199,46.6788657,21.5264901
774,32595209,46.6273526,21.5184023
775,32595211,46.6264193,21.5175632
776,32595212,46.6247330,21.5162164
